time,cpu,mem
1574977706.7096343-[32.4, 23.1, 18.5, 4.3, 8.3, 4.2, 8.0, 80.0]-svmem(total=16609853440, available=14102441984, percent=15.1, used=1965932544, free=12410015744, active=2372919296, inactive=1130946560, buffers=154464256, cached=2079440896, shared=250253312, slab=349720576)-
1574977706.9603422-[24.1, 100.0, 11.5, 8.3, 4.0, 12.0, 8.0, 40.0]-svmem(total=16609853440, available=14065356800, percent=15.3, used=1973673984, free=12372930560, active=2382831616, inactive=1150541824, buffers=154464256, cached=2108784640, shared=279597056, slab=349687808)-
1574977707.2110806-[45.8, 64.0, 20.7, 25.0, 19.2, 16.0, 19.2, 8.0]-svmem(total=16609853440, available=14064680960, percent=15.3, used=1974231040, free=12372115456, active=2383740928, inactive=1151012864, buffers=154464256, cached=2109042688, shared=279715840, slab=349704192)-
1574977707.461767-[22.2, 15.4, 8.3, 15.4, 26.7, 79.3, 29.6, 34.5]-svmem(total=16609853440, available=14070259712, percent=15.3, used=1968709632, free=12377636864, active=2376073216, inactive=1151070208, buffers=154472448, cached=2109034496, shared=279715840, slab=349696000)-
1574977707.712488-[22.6, 4.2, 7.7, 12.0, 20.7, 15.4, 11.1, 100.0]-svmem(total=16609853440, available=14062174208, percent=15.3, used=1976795136, free=12369543168, active=2384011264, inactive=1151070208, buffers=154472448, cached=2109042688, shared=279715840, slab=349696000)-
1574977707.9629686-[8.3, 16.0, 12.0, 8.3, 80.0, 24.0, 8.0, 24.0]-svmem(total=16609853440, available=14072614912, percent=15.3, used=1965305856, free=12379983872, active=2373308416, inactive=1152114688, buffers=154472448, cached=2110091264, shared=280764416, slab=349696000)-
1574977708.2139416-[13.8, 100.0, 7.4, 15.4, 0.0, 0.0, 0.0, 4.0]-svmem(total=16609853440, available=14062149632, percent=15.3, used=1975771136, free=12369510400, active=2383679488, inactive=1152122880, buffers=154472448, cached=2110099456, shared=280764416, slab=349700096)-
1574977708.464733-[18.5, 33.3, 0.0, 16.7, 8.0, 12.0, 76.0, 4.2]-svmem(total=16609853440, available=14069870592, percent=15.3, used=1977106432, free=12377223168, active=2383933440, inactive=1151623168, buffers=154472448, cached=2101051392, shared=271708160, slab=349691904)-
1574977708.7153335-[23.3, 7.7, 10.7, 7.7, 7.7, 7.4, 42.3, 60.0]-svmem(total=16609853440, available=14069706752, percent=15.3, used=1977270272, free=12377067520, active=2383642624, inactive=1151614976, buffers=154472448, cached=2101043200, shared=271708160, slab=349691904)-
1574977708.965933-[28.0, 11.5, 12.0, 9.1, 24.0, 8.3, 8.0, 96.0]-svmem(total=16609853440, available=14069407744, percent=15.3, used=1977307136, free=12376768512, active=2383831040, inactive=1151877120, buffers=154472448, cached=2101305344, shared=271970304, slab=349691904)-
1574977709.2165806-[19.4, 0.0, 4.0, 7.7, 4.0, 4.2, 8.0, 100.0]-svmem(total=16609853440, available=14069678080, percent=15.3, used=1977036800, free=12377034752, active=2383765504, inactive=1151877120, buffers=154472448, cached=2101309440, shared=271970304, slab=349696000)-
1574977709.4671261-[19.4, 7.7, 70.4, 0.0, 0.0, 3.8, 12.0, 25.0]-svmem(total=16609853440, available=14070710272, percent=15.3, used=1977831424, free=12378066944, active=2383589376, inactive=1150705664, buffers=154472448, cached=2099482624, shared=270143488, slab=349696000)-
1574977709.7177372-[65.4, 20.0, 30.4, 7.4, 4.0, 4.0, 8.0, 0.0]-svmem(total=16609853440, available=14072950784, percent=15.3, used=1975590912, free=12380307456, active=2381262848, inactive=1150705664, buffers=154472448, cached=2099482624, shared=270143488, slab=349696000)-
1574977709.9684553-[17.2, 8.0, 92.3, 8.0, 11.1, 0.0, 0.0, 4.0]-svmem(total=16609853440, available=14080663552, percent=15.2, used=1967878144, free=12388020224, active=2374660096, inactive=1150705664, buffers=154472448, cached=2099482624, shared=270143488, slab=349696000)-
1574977710.2194169-[11.1, 7.7, 100.0, 14.3, 4.0, 8.0, 8.0, 11.5]-svmem(total=16609853440, available=14069936128, percent=15.3, used=1978605568, free=12377292800, active=2384568320, inactive=1150705664, buffers=154472448, cached=2099482624, shared=270143488, slab=349704192)-
1574977710.4699225-[14.3, 11.1, 96.0, 7.7, 0.0, 4.0, 4.2, 7.7]-svmem(total=16609853440, available=14071754752, percent=15.3, used=1976786944, free=12379111424, active=2381471744, inactive=1150705664, buffers=154472448, cached=2099482624, shared=270143488, slab=349704192)-
1574977710.7207048-[7.7, 11.5, 100.0, 15.4, 4.0, 14.3, 7.7, 0.0]-svmem(total=16609853440, available=14069436416, percent=15.3, used=1977806848, free=12376801280, active=2384584704, inactive=1151905792, buffers=154472448, cached=2100772864, shared=271441920, slab=349704192)-
1574977710.9712298-[56.0, 11.1, 37.0, 7.7, 4.0, 7.7, 3.8, 23.1]-svmem(total=16609853440, available=14072082432, percent=15.3, used=1975160832, free=12379430912, active=2381139968, inactive=1151922176, buffers=154472448, cached=2100789248, shared=271441920, slab=349708288)-
1574977711.2218518-[22.6, 8.0, 26.9, 16.7, 8.0, 8.0, 0.0, 80.0]-svmem(total=16609853440, available=14071398400, percent=15.3, used=1975844864, free=12378742784, active=2381504512, inactive=1151889408, buffers=154472448, cached=2100793344, shared=271441920, slab=349704192)-
1574977711.472571-[8.0, 4.0, 27.6, 100.0, 11.5, 8.0, 0.0, 4.2]-svmem(total=16609853440, available=14068883456, percent=15.3, used=1978359808, free=12376219648, active=2384748544, inactive=1151897600, buffers=154472448, cached=2100801536, shared=271441920, slab=349704192)-
1574977711.7233264-[88.0, 26.7, 4.2, 8.0, 4.0, 8.0, 0.0, 0.0]-svmem(total=16609853440, available=14077628416, percent=15.2, used=1969614848, free=12384964608, active=2375491584, inactive=1151897600, buffers=154472448, cached=2100801536, shared=271441920, slab=349704192)-
1574977711.9738982-[33.3, 75.0, 16.0, 36.0, 4.3, 8.7, 19.2, 4.3]-svmem(total=16609853440, available=14071070720, percent=15.3, used=1976176640, free=12378406912, active=2381778944, inactive=1151897600, buffers=154472448, cached=2100797440, shared=271437824, slab=349745152)-
1574977712.2244577-[46.7, 20.0, 4.2, 68.0, 8.3, 0.0, 8.0, 8.3]-svmem(total=16609853440, available=14073335808, percent=15.3, used=1976172544, free=12380672000, active=2382098432, inactive=1149636608, buffers=154472448, cached=2098536448, shared=269176832, slab=349753344)-
1574977712.4751263-[100.0, 17.2, 12.0, 4.0, 11.1, 11.5, 0.0, 14.8]-svmem(total=16609853440, available=14071631872, percent=15.3, used=1977876480, free=12378976256, active=2384793600, inactive=1149628416, buffers=154472448, cached=2098528256, shared=269176832, slab=349753344)-
1574977712.7256966-[37.0, 17.9, 68.0, 0.0, 4.0, 12.5, 4.0, 0.0]-svmem(total=16609853440, available=14083305472, percent=15.2, used=1966202880, free=12390641664, active=2373718016, inactive=1149628416, buffers=154480640, cached=2098528256, shared=269176832, slab=349761536)-
1574977712.9763763-[36.8, 15.4, 85.2, 15.4, 8.0, 7.7, 3.8, 11.5]-svmem(total=16609853440, available=14079369216, percent=15.2, used=1970139136, free=12386713600, active=2376552448, inactive=1149620224, buffers=154480640, cached=2098520064, shared=269176832, slab=349736960)-
1574977713.2269506-[14.3, 95.8, 27.6, 20.0, 12.0, 8.7, 16.0, 8.3]-svmem(total=16609853440, available=14081392640, percent=15.2, used=1968095232, free=12388724736, active=2373758976, inactive=1149632512, buffers=154480640, cached=2098552832, shared=269197312, slab=349753344)-
1574977713.4777305-[8.0, 8.0, 4.0, 11.5, 100.0, 8.0, 0.0, 11.5]-svmem(total=16609853440, available=14071640064, percent=15.3, used=1977831424, free=12378972160, active=2384715776, inactive=1149698048, buffers=154480640, cached=2098569216, shared=269213696, slab=349745152)-
1574977713.7282712-[88.0, 20.7, 8.0, 7.7, 8.0, 15.4, 22.2, 4.2]-svmem(total=16609853440, available=14082957312, percent=15.2, used=1966514176, free=12390281216, active=2372759552, inactive=1149706240, buffers=154480640, cached=2098577408, shared=269213696, slab=349720576)-
1574977713.979051-[18.5, 16.0, 18.5, 8.3, 12.0, 12.5, 20.8, 100.0]-svmem(total=16609853440, available=14085922816, percent=15.2, used=1966956544, free=12393246720, active=2371883008, inactive=1146298368, buffers=154480640, cached=2095169536, shared=265805824, slab=349720576)-
1574977714.2298489-[96.2, 28.1, 8.0, 8.0, 11.5, 7.7, 4.2, 8.3]-svmem(total=16609853440, available=14074331136, percent=15.3, used=1978548224, free=12381655040, active=2384400384, inactive=1146294272, buffers=154480640, cached=2095169536, shared=265805824, slab=349724672)-
1574977714.4805558-[100.0, 7.7, 17.2, 4.0, 4.0, 0.0, 3.8, 12.0]-svmem(total=16609853440, available=14074322944, percent=15.3, used=1978486784, free=12381655040, active=2384080896, inactive=1146347520, buffers=154488832, cached=2095222784, shared=265867264, slab=349724672)-
1574977714.7310665-[50.0, 22.6, 20.7, 8.3, 58.3, 11.5, 4.2, 7.7]-svmem(total=16609853440, available=14075305984, percent=15.3, used=1977511936, free=12382621696, active=2383867904, inactive=1146355712, buffers=154488832, cached=2095230976, shared=265867264, slab=349724672)-
1574977714.9817026-[15.4, 22.2, 64.0, 11.5, 54.2, 11.5, 15.4, 25.0]-svmem(total=16609853440, available=14078377984, percent=15.2, used=1974439936, free=12385685504, active=2381778944, inactive=1146363904, buffers=154488832, cached=2095239168, shared=265867264, slab=349741056)-
1574977715.2324643-[18.5, 12.0, 100.0, 19.2, 22.2, 15.4, 15.4, 24.0]-svmem(total=16609853440, available=14081085440, percent=15.2, used=1973567488, free=12388401152, active=2382872576, inactive=1144520704, buffers=154488832, cached=2093395968, shared=264032256, slab=349749248)-
1574977715.483098-[11.1, 20.0, 96.0, 8.3, 4.0, 7.7, 0.0, 7.7]-svmem(total=16609853440, available=14080249856, percent=15.2, used=1975091200, free=12387565568, active=2382888960, inactive=1143894016, buffers=154488832, cached=2092707840, shared=263344128, slab=349749248)-
1574977715.7336693-[7.7, 4.2, 8.0, 7.7, 96.2, 8.0, 8.3, 18.5]-svmem(total=16609853440, available=14091948032, percent=15.2, used=1963393024, free=12399263744, active=2370269184, inactive=1143894016, buffers=154488832, cached=2092707840, shared=263344128, slab=349749248)-
1574977715.9842434-[11.5, 24.1, 15.4, 16.0, 92.0, 20.0, 8.0, 12.0]-svmem(total=16609853440, available=14089924608, percent=15.2, used=1965416448, free=12397240320, active=2372378624, inactive=1143894016, buffers=154488832, cached=2092707840, shared=263344128, slab=349724672)-
1574977716.2348166-[13.8, 10.7, 3.8, 73.1, 8.3, 4.0, 23.1, 4.0]-svmem(total=16609853440, available=14082248704, percent=15.2, used=1973747712, free=12389564416, active=2380177408, inactive=1143238656, buffers=154488832, cached=2092052480, shared=262688768, slab=349716480)-
1574977716.485472-[11.1, 4.0, 4.0, 4.0, 3.8, 12.0, 37.5, 60.0]-svmem(total=16609853440, available=14080024576, percent=15.2, used=1976053760, free=12387340288, active=2382856192, inactive=1143177216, buffers=154488832, cached=2091970560, shared=262606848, slab=349716480)-
1574977716.7362554-[36.7, 91.3, 21.4, 22.2, 8.3, 32.1, 24.1, 25.9]-svmem(total=16609853440, available=14081409024, percent=15.2, used=1974669312, free=12388724736, active=2383077376, inactive=1143177216, buffers=154488832, cached=2091970560, shared=262606848, slab=349716480)-
1574977716.9870496-[14.8, 29.6, 14.8, 8.3, 11.5, 84.0, 18.5, 14.8]-svmem(total=16609853440, available=14081110016, percent=15.2, used=1974968320, free=12388417536, active=2382671872, inactive=1143185408, buffers=154488832, cached=2091978752, shared=262606848, slab=349716480)-
1574977717.238027-[7.7, 4.2, 16.7, 8.0, 92.3, 15.4, 8.0, 0.0]-svmem(total=16609853440, available=14071263232, percent=15.3, used=1974353920, free=12378566656, active=2383159296, inactive=1153703936, buffers=154488832, cached=2102444032, shared=273068032, slab=349724672)-
1574977717.4887207-[11.1, 4.3, 88.0, 12.0, 33.3, 16.0, 0.0, 14.8]-svmem(total=16609853440, available=14070222848, percent=15.3, used=1975394304, free=12377526272, active=2383257600, inactive=1153703936, buffers=154488832, cached=2102444032, shared=273068032, slab=349724672)-
1574977717.7391973-[11.1, 18.5, 92.3, 11.5, 15.4, 4.0, 8.0, 4.3]-svmem(total=16609853440, available=14082433024, percent=15.2, used=1963184128, free=12389744640, active=2371125248, inactive=1153695744, buffers=154488832, cached=2102435840, shared=273068032, slab=349732864)-
1574977717.9899104-[25.0, 8.0, 33.3, 16.0, 8.3, 16.7, 72.0, 3.8]-svmem(total=16609853440, available=14071197696, percent=15.3, used=1974419456, free=12378492928, active=2380296192, inactive=1153712128, buffers=154488832, cached=2102452224, shared=273068032, slab=349732864)-
1574977718.2403862-[23.3, 26.9, 75.0, 12.0, 12.5, 11.5, 4.2, 12.0]-svmem(total=16609853440, available=14071164928, percent=15.3, used=1974452224, free=12378476544, active=2380447744, inactive=1153695744, buffers=154488832, cached=2102435840, shared=273068032, slab=349712384)-
1574977718.4910862-[25.8, 65.4, 14.8, 11.5, 15.4, 44.0, 11.5, 18.5]-svmem(total=16609853440, available=14071046144, percent=15.3, used=1974571008, free=12378341376, active=2380587008, inactive=1153712128, buffers=154488832, cached=2102452224, shared=273068032, slab=349712384)-
1574977718.7417483-[20.0, 18.5, 8.0, 15.4, 16.0, 48.0, 13.0, 58.3]-svmem(total=16609853440, available=14070243328, percent=15.3, used=1975373824, free=12377534464, active=2383818752, inactive=1153716224, buffers=154488832, cached=2102456320, shared=273068032, slab=349712384)-
1574977718.9924803-[25.8, 30.0, 16.0, 20.8, 8.7, 15.4, 15.4, 100.0]-svmem(total=16609853440, available=14072139776, percent=15.3, used=1973477376, free=12379439104, active=2382090240, inactive=1153708032, buffers=154488832, cached=2102448128, shared=273068032, slab=349712384)-
1574977719.2430053-[37.0, 7.7, 7.7, 7.4, 8.0, 0.0, 4.2, 73.1]-svmem(total=16609853440, available=14071955456, percent=15.3, used=1973661696, free=12379254784, active=2380500992, inactive=1153708032, buffers=154488832, cached=2102448128, shared=273068032, slab=349712384)-
1574977719.493804-[58.6, 8.3, 25.0, 50.0, 12.0, 8.3, 8.0, 0.0]-svmem(total=16609853440, available=14071357440, percent=15.3, used=1974259712, free=12378648576, active=2382135296, inactive=1153716224, buffers=154488832, cached=2102456320, shared=273068032, slab=349704192)-
1574977719.7443783-[22.6, 4.2, 4.2, 62.5, 43.5, 11.5, 16.0, 4.0]-svmem(total=16609853440, available=14070743040, percent=15.3, used=1974870016, free=12378034176, active=2381496320, inactive=1153708032, buffers=154497024, cached=2102452224, shared=273068032, slab=349671424)-
1574977719.9950063-[29.6, 60.0, 25.9, 12.5, 46.2, 16.7, 8.0, 0.0]-svmem(total=16609853440, available=14068191232, percent=15.3, used=1976627200, free=12375474176, active=2383757312, inactive=1154244608, buffers=154497024, cached=2103255040, shared=273866752, slab=349671424)-
1574977720.2458773-[14.8, 34.6, 12.5, 76.0, 12.0, 0.0, 7.7, 4.0]-svmem(total=16609853440, available=14068793344, percent=15.3, used=1975857152, free=12376076288, active=2383409152, inactive=1154543616, buffers=154497024, cached=2103422976, shared=274034688, slab=349671424)-
1574977720.496494-[68.0, 16.0, 33.3, 36.0, 20.0, 8.3, 4.3, 8.3]-svmem(total=16609853440, available=14068350976, percent=15.3, used=1976299520, free=12375633920, active=2383564800, inactive=1154543616, buffers=154497024, cached=2103422976, shared=274034688, slab=349679616)-
1574977720.7471154-[57.7, 23.3, 16.0, 15.4, 8.3, 12.0, 45.8, 4.2]-svmem(total=16609853440, available=14068838400, percent=15.3, used=1975648256, free=12376096768, active=2381848576, inactive=1154715648, buffers=154497024, cached=2103611392, shared=274198528, slab=349696000)-
1574977720.9977005-[14.8, 11.1, 4.0, 50.0, 8.0, 4.2, 61.5, 0.0]-svmem(total=16609853440, available=14067539968, percent=15.3, used=1976946688, free=12374798336, active=2383474688, inactive=1154715648, buffers=154497024, cached=2103611392, shared=274198528, slab=349696000)-
1574977721.2483327-[17.2, 4.0, 11.1, 100.0, 19.2, 8.0, 0.0, 0.0]-svmem(total=16609853440, available=14068211712, percent=15.3, used=1976274944, free=12375478272, active=2383454208, inactive=1154707456, buffers=154497024, cached=2103603200, shared=274198528, slab=349687808)-
1574977721.498997-[84.6, 25.0, 11.1, 12.0, 12.0, 4.0, 4.0, 4.0]-svmem(total=16609853440, available=14068068352, percent=15.3, used=1976516608, free=12375334912, active=2383454208, inactive=1154646016, buffers=154497024, cached=2103504896, shared=274100224, slab=349687808)-
1574977721.749679-[20.7, 4.2, 8.3, 4.2, 16.7, 79.2, 16.0, 12.0]-svmem(total=16609853440, available=14067249152, percent=15.3, used=1968377856, free=12374507520, active=2375380992, inactive=1154658304, buffers=154497024, cached=2112471040, shared=283058176, slab=349704192)-
1574977722.0002265-[20.7, 15.4, 15.4, 4.0, 8.0, 26.9, 76.0, 8.0]-svmem(total=16609853440, available=14059831296, percent=15.4, used=1975795712, free=12367097856, active=2380836864, inactive=1154650112, buffers=154497024, cached=2112462848, shared=283058176, slab=349696000)-
