time,cpu,mem
1574977802.4582365-[11.5, 15.4, 50.0, 8.3, 0.0, 56.0, 12.0, 11.5]-svmem(total=16609853440, available=14074220544, percent=15.3, used=1981607936, free=12380131328, active=2390138880, inactive=1144295424, buffers=154628096, cached=2093486080, shared=262742016, slab=349712384)-
1574977802.709031-[17.9, 29.6, 30.8, 4.0, 4.2, 4.0, 7.7, 70.8]-svmem(total=16609853440, available=14071640064, percent=15.3, used=1984139264, free=12377550848, active=2391584768, inactive=1144295424, buffers=154628096, cached=2093535232, shared=262791168, slab=349724672)-
1574977802.9596415-[8.0, 18.5, 0.0, 15.4, 57.7, 7.7, 15.4, 42.3]-svmem(total=16609853440, available=14067478528, percent=15.3, used=1988300800, free=12373389312, active=2396516352, inactive=1144295424, buffers=154628096, cached=2093535232, shared=262791168, slab=349724672)-
1574977803.2103126-[25.0, 16.7, 7.7, 14.8, 16.7, 7.7, 83.3, 0.0]-svmem(total=16609853440, available=14066454528, percent=15.3, used=1988538368, free=12372365312, active=2396598272, inactive=1144971264, buffers=154628096, cached=2094321664, shared=263577600, slab=349728768)-
1574977803.4609394-[11.1, 19.2, 3.8, 4.2, 4.0, 8.0, 40.0, 64.0]-svmem(total=16609853440, available=14062116864, percent=15.3, used=1992876032, free=12368027648, active=2401779712, inactive=1144971264, buffers=154628096, cached=2094321664, shared=263577600, slab=349745152)-
1574977803.7115214-[4.0, 4.0, 56.0, 3.8, 8.3, 4.0, 8.0, 48.0]-svmem(total=16609853440, available=14058688512, percent=15.4, used=1996304384, free=12364591104, active=2406789120, inactive=1144979456, buffers=154628096, cached=2094329856, shared=263577600, slab=349745152)-
1574977803.96213-[14.8, 11.1, 34.8, 4.0, 3.8, 62.5, 8.3, 23.1]-svmem(total=16609853440, available=14070288384, percent=15.3, used=1984507904, free=12376190976, active=2393501696, inactive=1145163776, buffers=154628096, cached=2094526464, shared=263774208, slab=349749248)-
1574977804.212687-[17.2, 4.2, 14.8, 4.0, 3.8, 92.0, 8.0, 11.5]-svmem(total=16609853440, available=14077321216, percent=15.2, used=1977475072, free=12383227904, active=2387566592, inactive=1145159680, buffers=154628096, cached=2094522368, shared=263774208, slab=349753344)-
1574977804.463176-[11.5, 15.4, 16.7, 16.0, 4.2, 69.2, 37.0, 4.0]-svmem(total=16609853440, available=14070906880, percent=15.3, used=1986117632, free=12376690688, active=2393608192, inactive=1143390208, buffers=154628096, cached=2092417024, shared=261545984, slab=349753344)-
1574977804.7137592-[8.0, 14.8, 4.0, 19.2, 11.5, 4.0, 56.0, 45.8]-svmem(total=16609853440, available=14064041984, percent=15.3, used=1992982528, free=12369817600, active=2399870976, inactive=1143398400, buffers=154628096, cached=2092425216, shared=261545984, slab=349761536)-
1574977804.9643462-[63.3, 21.4, 20.7, 16.7, 16.0, 7.7, 4.2, 50.0]-svmem(total=16609853440, available=14059413504, percent=15.4, used=1997512704, free=12365180928, active=2404831232, inactive=1143468032, buffers=154628096, cached=2092531712, shared=261644288, slab=349765632)-
1574977805.2148733-[100.0, 14.3, 8.3, 3.8, 8.3, 12.0, 7.7, 7.7]-svmem(total=16609853440, available=14056181760, percent=15.4, used=2000744448, free=12361957376, active=2408341504, inactive=1143459840, buffers=154628096, cached=2092523520, shared=261644288, slab=349765632)-
1574977805.465467-[44.0, 11.5, 11.5, 16.0, 42.3, 28.0, 11.5, 25.0]-svmem(total=16609853440, available=14076530688, percent=15.3, used=1980592128, free=12382298112, active=2388828160, inactive=1143283712, buffers=154628096, cached=2092335104, shared=261447680, slab=349757440)-
1574977805.7161906-[100.0, 14.8, 10.7, 11.5, 7.7, 3.8, 7.7, 4.0]-svmem(total=16609853440, available=14069477376, percent=15.3, used=1987645440, free=12375252992, active=2395975680, inactive=1143275520, buffers=154628096, cached=2092326912, shared=261447680, slab=349757440)-
1574977805.967055-[33.3, 19.2, 7.7, 0.0, 0.0, 0.0, 68.0, 7.7]-svmem(total=16609853440, available=14069170176, percent=15.3, used=1987952640, free=12374945792, active=2396205056, inactive=1143275520, buffers=154628096, cached=2092326912, shared=261447680, slab=349757440)-
1574977806.2176957-[11.1, 16.0, 3.8, 8.0, 8.0, 7.7, 40.0, 58.3]-svmem(total=16609853440, available=14063521792, percent=15.3, used=1993601024, free=12369293312, active=2401153024, inactive=1143279616, buffers=154628096, cached=2092331008, shared=261447680, slab=349757440)-
1574977806.4682312-[53.6, 4.0, 33.3, 23.3, 8.0, 8.0, 4.0, 56.0]-svmem(total=16609853440, available=14059917312, percent=15.4, used=1997205504, free=12365688832, active=2404700160, inactive=1143275520, buffers=154628096, cached=2092331008, shared=261447680, slab=349757440)-
1574977806.7189267-[41.9, 14.3, 20.8, 25.0, 11.5, 68.0, 7.7, 8.0]-svmem(total=16609853440, available=14058774528, percent=15.4, used=1998450688, free=12364537856, active=2406113280, inactive=1143214080, buffers=154636288, cached=2092228608, shared=261345280, slab=349757440)-
1574977806.969682-[14.3, 4.0, 3.8, 4.2, 10.7, 84.6, 12.0, 12.0]-svmem(total=16609853440, available=14061735936, percent=15.3, used=1995489280, free=12367499264, active=2403553280, inactive=1143214080, buffers=154636288, cached=2092228608, shared=261345280, slab=349757440)-
1574977807.2202032-[32.4, 11.1, 8.0, 19.2, 8.0, 4.0, 32.0, 100.0]-svmem(total=16609853440, available=14076538880, percent=15.3, used=1980686336, free=12382306304, active=2389106688, inactive=1143209984, buffers=154636288, cached=2092224512, shared=261345280, slab=349757440)-
1574977807.4707887-[14.3, 4.0, 35.7, 4.0, 8.0, 0.0, 15.4, 66.7]-svmem(total=16609853440, available=14070333440, percent=15.3, used=1986891776, free=12376076288, active=2394845184, inactive=1143222272, buffers=154636288, cached=2092249088, shared=261345280, slab=349757440)-
1574977807.7217324-[30.0, 20.0, 100.0, 8.0, 12.0, 7.4, 7.7, 12.5]-svmem(total=16609853440, available=14075531264, percent=15.3, used=1981693952, free=12381282304, active=2390327296, inactive=1143214080, buffers=154636288, cached=2092240896, shared=261345280, slab=349757440)-
1574977807.9723756-[24.0, 20.7, 36.0, 11.1, 14.3, 8.0, 60.0, 4.0]-svmem(total=16609853440, available=14063902720, percent=15.3, used=1993322496, free=12369653760, active=2401656832, inactive=1143214080, buffers=154636288, cached=2092240896, shared=261345280, slab=349757440)-
1574977808.223115-[11.5, 21.4, 26.9, 3.8, 75.0, 0.0, 4.0, 7.4]-svmem(total=16609853440, available=14062501888, percent=15.3, used=1994723328, free=12368252928, active=2403364864, inactive=1143214080, buffers=154636288, cached=2092240896, shared=261345280, slab=349761536)-
1574977808.4738624-[14.3, 19.2, 4.3, 92.0, 16.0, 7.7, 4.0, 15.4]-svmem(total=16609853440, available=14057639936, percent=15.4, used=1999388672, free=12363390976, active=2408501248, inactive=1143398400, buffers=154636288, cached=2092437504, shared=261541888, slab=349757440)-
1574977808.724429-[14.3, 4.0, 0.0, 79.2, 0.0, 24.0, 11.5, 8.3]-svmem(total=16609853440, available=14071201792, percent=15.3, used=1985826816, free=12376952832, active=2393026560, inactive=1143398400, buffers=154636288, cached=2092437504, shared=261541888, slab=349757440)-
1574977808.9751146-[7.7, 8.0, 4.2, 7.7, 56.0, 54.2, 0.0, 12.5]-svmem(total=16609853440, available=14069911552, percent=15.3, used=1987117056, free=12375678976, active=2395086848, inactive=1143382016, buffers=154636288, cached=2092421120, shared=261541888, slab=349761536)-
1574977809.2257936-[13.0, 14.8, 11.1, 4.0, 96.0, 3.8, 7.7, 0.0]-svmem(total=16609853440, available=14067154944, percent=15.3, used=1989873664, free=12372905984, active=2398941184, inactive=1143398400, buffers=154636288, cached=2092437504, shared=261541888, slab=349753344)-
1574977809.4764106-[20.0, 12.0, 11.1, 14.8, 43.5, 16.0, 8.3, 56.0]-svmem(total=16609853440, available=14061539328, percent=15.3, used=1995489280, free=12367286272, active=2403987456, inactive=1143398400, buffers=154636288, cached=2092441600, shared=261541888, slab=349757440)-
1574977809.7270722-[7.4, 7.7, 4.0, 75.0, 7.7, 8.0, 12.0, 18.5]-svmem(total=16609853440, available=14062600192, percent=15.3, used=1994428416, free=12368343040, active=2403852288, inactive=1143402496, buffers=154636288, cached=2092445696, shared=261541888, slab=349761536)-
1574977809.9777007-[22.6, 12.0, 7.7, 96.0, 11.5, 11.5, 20.8, 4.2]-svmem(total=16609853440, available=14057488384, percent=15.4, used=1999540224, free=12363231232, active=2406010880, inactive=1143402496, buffers=154636288, cached=2092445696, shared=261541888, slab=349761536)-
1574977810.2283022-[32.3, 21.4, 8.3, 41.7, 15.4, 16.0, 38.5, 62.5]-svmem(total=16609853440, available=14087938048, percent=15.2, used=1969008640, free=12393549824, active=2375467008, inactive=1143595008, buffers=154636288, cached=2092658688, shared=261623808, slab=349757440)-
1574977810.478801-[72.0, 28.6, 21.4, 3.8, 11.5, 4.0, 20.8, 8.0]-svmem(total=16609853440, available=14088970240, percent=15.2, used=1968173056, free=12394573824, active=2375274496, inactive=1143418880, buffers=154636288, cached=2092470272, shared=261427200, slab=349757440)-
1574977810.7294192-[7.7, 82.6, 28.0, 15.4, 3.8, 17.2, 7.7, 11.1]-svmem(total=16609853440, available=14086868992, percent=15.2, used=1970274304, free=12392472576, active=2378092544, inactive=1143418880, buffers=154636288, cached=2092470272, shared=261427200, slab=349757440)-
1574977810.980015-[21.4, 25.0, 96.0, 3.8, 16.7, 12.0, 16.0, 4.2]-svmem(total=16609853440, available=14083592192, percent=15.2, used=1973026816, free=12389203968, active=2382053376, inactive=1143881728, buffers=154636288, cached=2092986368, shared=261951488, slab=349757440)-
1574977811.230795-[14.8, 4.2, 24.0, 11.5, 76.9, 8.0, 7.7, 16.7]-svmem(total=16609853440, available=14084091904, percent=15.2, used=1972527104, free=12389703680, active=2382548992, inactive=1143881728, buffers=154636288, cached=2092986368, shared=261951488, slab=349757440)-
1574977811.48143-[14.8, 14.8, 8.3, 0.0, 12.5, 7.7, 0.0, 80.0]-svmem(total=16609853440, available=14109265920, percent=15.1, used=1947156480, free=12414869504, active=2355941376, inactive=1144070144, buffers=154636288, cached=2093191168, shared=262148096, slab=349757440)-
1574977811.7319963-[17.2, 56.0, 21.4, 25.9, 48.1, 4.2, 11.5, 4.0]-svmem(total=16609853440, available=14095790080, percent=15.1, used=1960632320, free=12401381376, active=2368442368, inactive=1144074240, buffers=154644480, cached=2093195264, shared=262148096, slab=349757440)-
1574977811.9825413-[0.0, 12.5, 12.5, 4.2, 96.0, 7.7, 19.2, 8.0]-svmem(total=16609853440, available=14091878400, percent=15.2, used=1964544000, free=12397469696, active=2373435392, inactive=1144074240, buffers=154644480, cached=2093195264, shared=262148096, slab=349757440)-
1574977812.233247-[7.7, 3.8, 57.7, 8.3, 41.7, 16.0, 4.0, 0.0]-svmem(total=16609853440, available=14085644288, percent=15.2, used=1970778112, free=12391223296, active=2379952128, inactive=1144082432, buffers=154644480, cached=2093207552, shared=262148096, slab=349757440)-
1574977812.4840899-[23.3, 7.7, 20.0, 3.8, 4.0, 8.0, 4.0, 79.2]-svmem(total=16609853440, available=14084857856, percent=15.2, used=1971040256, free=12390453248, active=2380611584, inactive=1144541184, buffers=154644480, cached=2093715456, shared=262672384, slab=349749248)-
1574977812.7347832-[30.0, 14.8, 8.0, 92.0, 0.0, 4.0, 8.0, 8.0]-svmem(total=16609853440, available=14110507008, percent=15.0, used=1945391104, free=12416102400, active=2354372608, inactive=1144541184, buffers=154644480, cached=2093715456, shared=262672384, slab=349749248)-
1574977812.9853408-[88.9, 25.9, 14.3, 16.0, 7.7, 12.0, 4.0, 8.3]-svmem(total=16609853440, available=14095548416, percent=15.1, used=1960349696, free=12401143808, active=2369204224, inactive=1144541184, buffers=154644480, cached=2093715456, shared=262672384, slab=349749248)-
1574977813.2358813-[50.0, 20.7, 20.0, 8.7, 16.0, 60.0, 16.7, 8.3]-svmem(total=16609853440, available=14087180288, percent=15.2, used=1968717824, free=12392775680, active=2376617984, inactive=1144541184, buffers=154644480, cached=2093715456, shared=262672384, slab=349749248)-
1574977813.486548-[35.7, 76.9, 13.8, 7.7, 0.0, 7.7, 12.0, 7.4]-svmem(total=16609853440, available=14085640192, percent=15.2, used=1970257920, free=12391227392, active=2378526720, inactive=1144549376, buffers=154644480, cached=2093723648, shared=262672384, slab=349749248)-
1574977813.737186-[24.1, 29.2, 36.0, 4.0, 8.3, 8.0, 69.2, 8.0]-svmem(total=16609853440, available=14077599744, percent=15.2, used=1978298368, free=12383186944, active=2386378752, inactive=1144541184, buffers=154644480, cached=2093723648, shared=262672384, slab=349749248)-
1574977813.9879456-[8.0, 20.0, 0.0, 16.0, 11.5, 0.0, 25.0, 75.0]-svmem(total=16609853440, available=14072995840, percent=15.3, used=1982902272, free=12378583040, active=2391306240, inactive=1144541184, buffers=154644480, cached=2093723648, shared=262672384, slab=349753344)-
1574977814.2385736-[17.2, 4.0, 14.3, 29.2, 11.1, 8.0, 4.0, 96.2]-svmem(total=16609853440, available=14067957760, percent=15.3, used=1987940352, free=12373544960, active=2396966912, inactive=1144541184, buffers=154644480, cached=2093723648, shared=262672384, slab=349753344)-
1574977814.48911-[28.1, 16.0, 11.5, 11.5, 8.3, 16.7, 0.0, 84.0]-svmem(total=16609853440, available=14073208832, percent=15.3, used=1986252800, free=12378755072, active=2395815936, inactive=1141686272, buffers=154644480, cached=2090201088, shared=259108864, slab=349839360)-
1574977814.7396996-[40.7, 11.1, 8.3, 13.0, 4.0, 64.0, 4.0, 0.0]-svmem(total=16609853440, available=14063960064, percent=15.3, used=1995501568, free=12369506304, active=2403282944, inactive=1141686272, buffers=154644480, cached=2090201088, shared=259108864, slab=349872128)-
1574977814.9902775-[44.8, 7.7, 4.0, 15.4, 8.0, 7.7, 4.0, 60.0]-svmem(total=16609853440, available=14060380160, percent=15.3, used=1998557184, free=12365934592, active=2405826560, inactive=1141678080, buffers=154644480, cached=2090717184, shared=259633152, slab=349872128)-
1574977815.2409978-[25.0, 14.3, 72.0, 7.7, 8.0, 8.0, 4.0, 52.0]-svmem(total=16609853440, available=14056689664, percent=15.4, used=2002247680, free=12362235904, active=2411802624, inactive=1141686272, buffers=154644480, cached=2090725376, shared=259633152, slab=349872128)-
1574977815.4916844-[17.2, 8.0, 40.7, 14.8, 7.7, 79.2, 0.0, 8.0]-svmem(total=16609853440, available=14050721792, percent=15.4, used=2007756800, free=12356268032, active=2417225728, inactive=1142116352, buffers=154644480, cached=2091184128, shared=260091904, slab=349872128)-
1574977815.742256-[14.3, 20.7, 33.3, 15.4, 4.2, 7.7, 95.8, 4.2]-svmem(total=16609853440, available=14093766656, percent=15.1, used=1961746432, free=12399312896, active=2371411968, inactive=1144877056, buffers=154644480, cached=2094149632, shared=263057408, slab=349880320)-
1574977815.9927475-[20.7, 18.5, 0.0, 29.2, 26.9, 4.0, 76.0, 4.0]-svmem(total=16609853440, available=14077612032, percent=15.2, used=1977868288, free=12383166464, active=2386567168, inactive=1144868864, buffers=154644480, cached=2094174208, shared=263090176, slab=349880320)-
1574977816.2434819-[10.7, 23.1, 11.1, 76.9, 11.5, 24.0, 7.4, 3.8]-svmem(total=16609853440, available=14073053184, percent=15.3, used=1982427136, free=12378599424, active=2390929408, inactive=1144877056, buffers=154644480, cached=2094182400, shared=263090176, slab=350015488)-
1574977816.4939997-[7.7, 17.9, 14.8, 25.0, 16.0, 73.1, 8.7, 8.3]-svmem(total=16609853440, available=14067716096, percent=15.3, used=1988030464, free=12373262336, active=2395693056, inactive=1144877056, buffers=154644480, cached=2093916160, shared=262823936, slab=349990912)-
1574977816.7444715-[17.9, 7.7, 22.2, 96.0, 0.0, 8.0, 15.4, 11.5]-svmem(total=16609853440, available=14071119872, percent=15.3, used=1984884736, free=12376666112, active=2393604096, inactive=1144877056, buffers=154652672, cached=2093649920, shared=262565888, slab=349990912)-
1574977816.995066-[22.6, 92.3, 14.3, 14.8, 24.1, 7.7, 20.0, 26.9]-svmem(total=16609853440, available=14061805568, percent=15.3, used=1992867840, free=12367335424, active=2400604160, inactive=1145683968, buffers=154652672, cached=2094997504, shared=263897088, slab=349982720)-
1574977817.245941-[22.2, 4.0, 4.0, 20.0, 40.0, 4.2, 62.5, 8.0]-svmem(total=16609853440, available=14055104512, percent=15.4, used=1999556608, free=12360638464, active=2408558592, inactive=1145921536, buffers=154652672, cached=2095005696, shared=263909376, slab=349986816)-
1574977817.4965293-[26.7, 8.0, 61.5, 13.0, 42.3, 4.2, 11.1, 4.0]-svmem(total=16609853440, available=14051184640, percent=15.4, used=2003476480, free=12356718592, active=2410856448, inactive=1145921536, buffers=154652672, cached=2095005696, shared=263909376, slab=349962240)-
1574977817.7470505-[21.4, 8.0, 29.2, 20.0, 19.2, 77.8, 22.2, 24.0]-svmem(total=16609853440, available=14050906112, percent=15.4, used=2003755008, free=12356435968, active=2411196416, inactive=1145925632, buffers=154652672, cached=2095009792, shared=263909376, slab=349966336)-
1574977817.9977844-[41.2, 84.0, 17.2, 14.8, 0.0, 20.8, 0.0, 4.0]-svmem(total=16609853440, available=14047342592, percent=15.4, used=2007318528, free=12352872448, active=2416263168, inactive=1145921536, buffers=154652672, cached=2095009792, shared=263909376, slab=349970432)-
1574977818.2484577-[7.4, 20.0, 8.3, 20.8, 81.5, 11.5, 4.0, 0.0]-svmem(total=16609853440, available=14040117248, percent=15.5, used=2014543872, free=12345647104, active=2422099968, inactive=1145921536, buffers=154652672, cached=2095009792, shared=263909376, slab=349970432)-
1574977818.4990902-[7.7, 60.0, 21.4, 8.0, 40.0, 8.0, 12.0, 3.8]-svmem(total=16609853440, available=14080851968, percent=15.2, used=1973809152, free=12386373632, active=2382708736, inactive=1145929728, buffers=154652672, cached=2095017984, shared=263909376, slab=349970432)-
1574977818.7496061-[27.3, 83.3, 24.0, 8.0, 4.0, 4.0, 20.0, 4.0]-svmem(total=16609853440, available=14077661184, percent=15.2, used=1976999936, free=12383182848, active=2385457152, inactive=1145929728, buffers=154652672, cached=2095017984, shared=263909376, slab=349970432)-
1574977819.0001636-[22.6, 7.7, 96.0, 11.5, 0.0, 8.3, 29.2, 4.2]-svmem(total=16609853440, available=14069317632, percent=15.3, used=1985343488, free=12374855680, active=2392965120, inactive=1145913344, buffers=154652672, cached=2095001600, shared=263909376, slab=349945856)-
1574977819.2507973-[20.0, 4.0, 37.5, 3.8, 4.0, 11.1, 12.0, 61.5]-svmem(total=16609853440, available=14064373760, percent=15.3, used=1990483968, free=12369903616, active=2397335552, inactive=1145753600, buffers=154652672, cached=2094813184, shared=263712768, slab=349941760)-
1574977819.5016155-[22.2, 85.2, 17.9, 12.0, 4.0, 8.0, 8.0, 36.0]-svmem(total=16609853440, available=14058545152, percent=15.4, used=1996312576, free=12364075008, active=2404933632, inactive=1145745408, buffers=154652672, cached=2094813184, shared=263712768, slab=349941760)-
1574977819.7524226-[34.3, 96.2, 11.5, 8.0, 7.4, 0.0, 0.0, 12.5]-svmem(total=16609853440, available=14055354368, percent=15.4, used=1999503360, free=12360884224, active=2406809600, inactive=1145745408, buffers=154652672, cached=2094813184, shared=263712768, slab=349941760)-
1574977820.0029817-[27.3, 50.0, 7.7, 56.0, 7.7, 0.0, 0.0, 20.0]-svmem(total=16609853440, available=14052159488, percent=15.4, used=2002501632, free=12357693440, active=2409545728, inactive=1145921536, buffers=154652672, cached=2095005696, shared=263909376, slab=349941760)-
1574977820.2535474-[76.9, 20.0, 17.9, 16.7, 4.0, 4.0, 4.0, 16.7]-svmem(total=16609853440, available=14063222784, percent=15.3, used=1991438336, free=12368740352, active=2397159424, inactive=1145937920, buffers=154652672, cached=2095022080, shared=263909376, slab=349941760)-
1574977820.5041404-[17.9, 11.1, 44.0, 7.7, 8.0, 4.0, 8.0, 69.2]-svmem(total=16609853440, available=14052855808, percent=15.4, used=2001805312, free=12358365184, active=2407710720, inactive=1145946112, buffers=154652672, cached=2095030272, shared=263909376, slab=349941760)-
1574977820.7547684-[7.7, 4.2, 36.0, 7.7, 68.0, 24.0, 11.5, 0.0]-svmem(total=16609853440, available=14049243136, percent=15.4, used=2005417984, free=12354760704, active=2413215744, inactive=1145937920, buffers=154652672, cached=2095022080, shared=263909376, slab=349941760)-
1574977821.0054638-[56.0, 17.2, 13.8, 22.2, 48.0, 16.0, 4.0, 7.7]-svmem(total=16609853440, available=14042365952, percent=15.5, used=2012827648, free=12347883520, active=2420969472, inactive=1145405440, buffers=154652672, cached=2094489600, shared=263376896, slab=349941760)-
1574977821.2561514-[16.0, 11.5, 8.0, 15.4, 4.0, 7.7, 0.0, 84.0]-svmem(total=16609853440, available=14042849280, percent=15.5, used=2012598272, free=12348358656, active=2420273152, inactive=1145159680, buffers=154652672, cached=2094243840, shared=263122944, slab=349941760)-
1574977821.5067892-[14.3, 7.7, 14.8, 0.0, 26.9, 62.5, 0.0, 36.0]-svmem(total=16609853440, available=14038065152, percent=15.5, used=2017579008, free=12343582720, active=2425143296, inactive=1144971264, buffers=154652672, cached=2094039040, shared=262926336, slab=349933568)-
1574977821.7575097-[36.1, 11.5, 8.0, 12.0, 15.4, 24.0, 16.0, 80.0]-svmem(total=16609853440, available=14035288064, percent=15.5, used=2020159488, free=12340805632, active=2430537728, inactive=1145151488, buffers=154652672, cached=2094235648, shared=263122944, slab=349933568)-
1574977822.008319-[25.0, 25.9, 83.3, 0.0, 8.3, 7.7, 11.5, 16.0]-svmem(total=16609853440, available=14027337728, percent=15.5, used=2028109824, free=12332847104, active=2436308992, inactive=1145151488, buffers=154660864, cached=2094235648, shared=263122944, slab=349933568)-
1574977822.2589252-[14.8, 14.8, 37.5, 24.0, 22.2, 11.5, 4.2, 61.5]-svmem(total=16609853440, available=14068498432, percent=15.3, used=1986949120, free=12374007808, active=2396614656, inactive=1145151488, buffers=154660864, cached=2094235648, shared=263122944, slab=349933568)-
1574977822.5097828-[15.4, 14.3, 10.7, 4.0, 11.5, 4.0, 15.4, 100.0]-svmem(total=16609853440, available=14063353856, percent=15.3, used=1992093696, free=12368871424, active=2401447936, inactive=1145143296, buffers=154660864, cached=2094227456, shared=263122944, slab=349941760)-
1574977822.7603223-[23.3, 8.0, 12.0, 0.0, 12.0, 8.0, 26.9, 88.5]-svmem(total=16609853440, available=14066167808, percent=15.3, used=1989279744, free=12371693568, active=2396655616, inactive=1145135104, buffers=154660864, cached=2094219264, shared=263122944, slab=349941760)-
1574977823.0108385-[25.0, 8.0, 24.0, 11.1, 4.3, 12.0, 92.0, 11.5]-svmem(total=16609853440, available=14061162496, percent=15.3, used=1994285056, free=12366667776, active=2402242560, inactive=1145155584, buffers=154660864, cached=2094239744, shared=263122944, slab=349945856)-
1574977823.261452-[39.3, 11.5, 4.0, 8.0, 28.0, 11.5, 4.2, 73.9]-svmem(total=16609853440, available=14082482176, percent=15.2, used=1972965376, free=12387979264, active=2377760768, inactive=1145163776, buffers=154660864, cached=2094247936, shared=263122944, slab=349937664)-
1574977823.5122013-[53.6, 50.0, 7.7, 4.0, 7.4, 7.7, 16.7, 7.7]-svmem(total=16609853440, available=14081683456, percent=15.2, used=1973764096, free=12387184640, active=2379919360, inactive=1145159680, buffers=154660864, cached=2094243840, shared=263122944, slab=349929472)-
1574977823.7627137-[37.9, 84.0, 22.2, 8.0, 8.0, 16.0, 24.0, 7.7]-svmem(total=16609853440, available=14078394368, percent=15.2, used=1977053184, free=12383895552, active=2384683008, inactive=1145159680, buffers=154660864, cached=2094243840, shared=263122944, slab=349929472)-
1574977824.0133228-[76.9, 14.8, 46.4, 21.4, 4.0, 14.8, 7.7, 28.0]-svmem(total=16609853440, available=14082031616, percent=15.2, used=1973415936, free=12387532800, active=2382606336, inactive=1145155584, buffers=154660864, cached=2094243840, shared=263122944, slab=349929472)-
1574977824.2639613-[20.0, 19.2, 32.0, 12.0, 7.7, 69.2, 0.0, 4.0]-svmem(total=16609853440, available=14079893504, percent=15.2, used=1975554048, free=12385394688, active=2384670720, inactive=1145155584, buffers=154660864, cached=2094243840, shared=263122944, slab=349929472)-
1574977824.514684-[11.1, 4.0, 88.0, 11.1, 15.4, 12.5, 4.0, 0.0]-svmem(total=16609853440, available=14080184320, percent=15.2, used=1975459840, free=12385677312, active=2384576512, inactive=1144983552, buffers=154660864, cached=2094055424, shared=262926336, slab=349929472)-
1574977824.7652676-[35.3, 8.0, 28.0, 70.8, 0.0, 14.8, 20.8, 4.0]-svmem(total=16609853440, available=14075813888, percent=15.3, used=1979830272, free=12381184000, active=2388279296, inactive=1145106432, buffers=154660864, cached=2094178304, shared=262926336, slab=349929472)-
1574977825.0161188-[27.3, 7.4, 96.0, 4.0, 7.7, 4.0, 20.0, 0.0]-svmem(total=16609853440, available=14073061376, percent=15.3, used=1982386176, free=12378427392, active=2391261184, inactive=1145249792, buffers=154660864, cached=2094379008, shared=263122944, slab=349929472)-
1574977825.26661-[14.3, 12.0, 95.8, 12.0, 12.5, 12.5, 4.2, 4.2]-svmem(total=16609853440, available=14087614464, percent=15.2, used=1967833088, free=12392980480, active=2375770112, inactive=1145249792, buffers=154660864, cached=2094379008, shared=263122944, slab=349929472)-
1574977825.517146-[36.4, 96.0, 35.7, 21.4, 25.9, 40.7, 16.0, 15.4]-svmem(total=16609853440, available=14076358656, percent=15.3, used=1978253312, free=12381708288, active=2384560128, inactive=1146085376, buffers=154660864, cached=2095230976, shared=263958528, slab=349925376)-
1574977825.7680285-[14.3, 48.0, 7.4, 52.0, 0.0, 4.0, 12.0, 7.7]-svmem(total=16609853440, available=14077722624, percent=15.2, used=1976877056, free=12383092736, active=2385022976, inactive=1146064896, buffers=154660864, cached=2095222784, shared=263958528, slab=349929472)-
1574977826.0185492-[14.8, 65.4, 0.0, 30.4, 0.0, 12.0, 24.0, 0.0]-svmem(total=16609853440, available=14077849600, percent=15.2, used=1976750080, free=12383219712, active=2382647296, inactive=1146064896, buffers=154660864, cached=2095222784, shared=263958528, slab=349929472)-
1574977826.2694187-[7.4, 4.0, 0.0, 50.0, 53.8, 4.0, 16.0, 4.2]-svmem(total=16609853440, available=14075932672, percent=15.3, used=1978605568, free=12381282304, active=2385473536, inactive=1146077184, buffers=154660864, cached=2095304704, shared=264032256, slab=349921280)-
1574977826.519902-[17.9, 7.7, 68.0, 16.0, 32.0, 0.0, 12.0, 3.8]-svmem(total=16609853440, available=14083010560, percent=15.2, used=1970937856, free=12388368384, active=2379587584, inactive=1146667008, buffers=154660864, cached=2095886336, shared=264622080, slab=349921280)-
1574977826.770467-[73.1, 29.4, 4.0, 17.4, 11.1, 4.2, 29.2, 7.7]-svmem(total=16609853440, available=14070837248, percent=15.3, used=1983111168, free=12376186880, active=2389315584, inactive=1146724352, buffers=154660864, cached=2095894528, shared=264622080, slab=349925376)-
1574977827.0209877-[15.4, 8.0, 36.0, 29.6, 13.0, 8.0, 77.8, 4.2]-svmem(total=16609853440, available=14079217664, percent=15.2, used=1974730752, free=12384567296, active=2381033472, inactive=1146716160, buffers=154669056, cached=2095886336, shared=264622080, slab=349925376)-
1574977827.2715333-[30.3, 14.8, 100.0, 4.2, 12.0, 0.0, 4.0, 4.0]-svmem(total=16609853440, available=14075183104, percent=15.3, used=1978765312, free=12380540928, active=2385858560, inactive=1146707968, buffers=154669056, cached=2095878144, shared=264622080, slab=349925376)-
1574977827.5221264-[11.5, 25.0, 84.0, 7.7, 0.0, 7.7, 11.1, 25.9]-svmem(total=16609853440, available=14081589248, percent=15.2, used=1972359168, free=12386926592, active=2381303808, inactive=1146728448, buffers=154669056, cached=2095898624, shared=264622080, slab=349925376)-
1574977827.7726965-[28.6, 76.9, 24.1, 29.6, 7.7, 4.0, 0.0, 0.0]-svmem(total=16609853440, available=14074281984, percent=15.3, used=1979666432, free=12379627520, active=2387169280, inactive=1146720256, buffers=154669056, cached=2095890432, shared=264622080, slab=349925376)-
